Time,AccX,AccY,AccZ,MagX,MagY,MagZ,Heading,Gesture
21900,16,-64,-992,15778,-10687,32256,230,face up
21936,16,-64,-992,15578,-10587,31756,230,face up
21972,16,-64,-1008,15578,-10587,31756,230,face up
22008,-16,-64,-1024,15578,-10587,31756,232,face up
22044,16,-64,-992,15678,-10587,31556,230,face up
22080,80,-64,-992,15678,-10587,31556,225,face up
22116,32,-64,-1024,17278,-10687,30256,232,face up
22152,112,-64,-992,17278,-10687,30256,227,face up
22188,160,-64,-992,17278,-10687,30256,223,face up
22224,192,-64,-976,20678,-11287,28956,227,face up
22266,272,-48,-960,20678,-11287,28956,222,face up
22302,320,-64,-944,26578,-11687,26056,230,face up
22338,416,-64,-912,26578,-11687,26056,223,face up
22374,416,-80,-912,26578,-11687,26056,222,face up
22410,496,-64,-880,32078,-11087,23456,230,face up
22446,528,-80,-864,32078,-11087,23456,227,face up
22524,624,-64,-784,36678,-11287,17256,232,face up
22560,720,-64,-704,36678,-11287,17256,224,face up
22596,784,-48,-640,41778,-12387,10056,232,face up
22632,832,-64,-592,41778,-12387,10056,227,face up
22668,864,-48,-528,45178,-12787,3656,234,face up
22710,928,-48,-432,45178,-12787,3656,226,face up
22746,928,-32,-432,45178,-12787,3656,228,face up
22782,944,-32,-368,46878,-12887,-1544,232,face up
22818,976,-64,-320,46878,-12887,-1544,225,face up
22854,1008,-48,-192,47078,-13187,-8644,228,face up
22890,1008,-48,-192,47078,-13187,-8644,228,face up
22926,1024,-32,-128,47078,-13187,-8644,224,face up
22962,1024,-32,-112,46778,-13187,-13844,232,face up
23004,1040,-32,-48,46778,-13187,-13844,227,right
23040,1024,-16,-16,45978,-13187,-15744,229,right
23076,1040,-32,16,45978,-13187,-15744,225,right
23112,1072,48,48,45978,-13187,-15744,230,right
23148,1024,-16,16,45578,-12887,-18344,232,right
23184,1024,-32,16,45578,-12887,-18344,230,right
23220,1040,-16,16,45078,-12887,-19044,233,right
23262,1008,-32,0,45078,-12887,-19044,233,right
23298,1024,-16,-64,45078,-12887,-19044,238,right
23334,1040,-16,16,45678,-13087,-17544,230,right
23370,1024,-32,16,45678,-13087,-17544,229,right
23406,1024,-16,16,45478,-12887,-17644,231,right
23442,1040,-16,16,45478,-12887,-17644,231,right
23478,1024,-16,16,45478,-12887,-17644,231,right
23514,1024,-16,16,45278,-13187,-18144,231,right
23550,1024,-32,16,45278,-13187,-18144,230,right
23586,1024,-16,16,45278,-13187,-18144,231,right
23622,1024,-16,16,45378,-12787,-18144,232,right
23658,1040,-32,16,45378,-12787,-18144,230,right
23694,1024,-16,16,45678,-13087,-18044,231,right
23736,1040,-16,16,45678,-13087,-18044,231,right
23772,1040,-16,16,45678,-13087,-18044,231,right
23808,1024,-16,16,45778,-12887,-17844,231,right
23844,1024,-16,16,45778,-12887,-17844,231,right
23880,1040,-16,16,45678,-12687,-17644,231,right
23916,1040,-16,16,45678,-12687,-17644,231,right
23952,1024,-16,16,45678,-12687,-17644,231,right
23988,1024,-16,16,45178,-13087,-18144,231,right
24030,1024,-16,16,45178,-13087,-18144,231,right
24066,1024,-16,32,45378,-13087,-17744,229,right
24102,1024,-16,32,45378,-13087,-17744,229,right
24138,1040,0,16,45378,-13087,-17744,232,right
24174,1024,16,0,45478,-12787,-18544,236,right
24210,1024,-48,32,45478,-12787,-18544,228,right
24246,1024,-32,32,45578,-11687,-19444,233,right
24282,1040,-32,32,45578,-11687,-19444,234,right
24318,1040,-16,16,45578,-11687,-19444,236,right
24354,1024,-16,16,44878,-9287,-20644,243,right
24390,1024,-16,16,44878,-9287,-20644,243,right
24426,1024,-16,16,44878,-9287,-20644,243,right
24468,1040,0,0,44678,-6287,-20444,252,right
24504,1040,-16,-16,44678,-6287,-20444,251,right
24540,1040,-16,0,44178,-3587,-20644,258,right
24576,1040,-48,16,44178,-3587,-20644,254,right
24612,1024,-16,-32,44178,-3587,-20644,259,right
24648,1024,-32,16,44178,-687,-19344,263,right
24684,1024,0,0,44178,-687,-19344,267,right
24720,1024,0,0,43978,2413,-18944,277,right
24756,1024,-16,16,43978,2413,-18944,275,right
24792,1024,-32,48,43978,2413,-18944,273,right
24828,1040,-16,16,43478,5013,-18644,283,right
24864,1024,0,-16,43478,5013,-18644,284,right
24900,1024,-32,16,43478,7813,-15644,293,right
24936,1024,-16,16,43478,7813,-15644,295,right
24972,1024,-16,0,43478,7813,-15644,294,right
25008,1024,-32,0,43078,10413,-13444,303,right
25044,1024,-32,0,43078,10413,-13444,303,right
25080,1024,-80,32,42878,11913,-8944,318,right
25116,1040,-64,32,42878,11913,-8944,320,right
25152,1024,-48,0,42878,11913,-8944,317,right
25188,1024,-16,0,41878,12213,-5744,333,right
25224,1024,-32,16,41878,12213,-5744,334,right
25266,1024,-48,48,42278,11713,-3044,353,right
25302,1024,-32,16,42278,11713,-3044,347,right
25338,1024,-16,0,42278,11713,-3044,344,right
25374,1024,-48,48,41878,10313,-444,10,right
25410,1040,-16,16,41878,10313,-444,1,right
25446,1024,16,-32,41878,10313,-444,350,right
25482,1024,-64,64,42078,9713,856,26,right
25518,1024,-32,64,42078,9713,856,22,right
25554,1024,-16,-16,42078,8513,3356,18,right
25590,1024,-32,16,42078,8513,3356,29,right
25626,1024,-32,32,42078,8513,3356,32,right
25662,1024,-32,48,41878,6813,5856,54,right
25698,1024,-32,64,41878,6813,5856,56,right
25734,1024,-32,32,41978,5213,5856,61,right
25770,1024,-16,16,41978,5213,5856,55,right
25806,1024,-32,16,41978,5213,5856,59,right
25842,1024,-32,32,42178,4913,6256,64,right
25878,1024,-16,16,42178,4913,6256,58,right
25914,1024,-32,16,42178,4913,6256,62,right
25950,1024,-32,32,41878,4813,7856,69,right
25986,1040,-32,32,41878,4813,7856,68,right
26022,1024,-16,32,41878,5213,7856,63,right
26064,1024,-32,16,41878,5213,7856,65,right
26100,1024,-32,16,41878,5213,7856,65,right
26136,1024,-32,16,42078,4613,6656,65,right
26172,1024,-32,16,42078,4613,6656,65,right
26208,1024,-32,16,41978,4713,8056,68,right
26244,1024,-32,16,41978,4713,8056,68,right
26280,1024,-32,32,41978,4713,8056,69,right
26316,1024,-16,16,42278,4813,6256,59,right
26358,1024,-32,32,42278,4813,6256,65,right
26394,1040,-32,32,41678,4313,7156,70,right
26430,1024,-32,32,41678,4313,7156,70,right
26466,1040,-16,16,41678,4313,7156,64,right
26502,1040,0,16,42378,4013,6856,61,right
