Time,AccX,AccY,AccZ,MagX,MagY,MagZ,Heading,Gesture
41472,16,-848,-512,3778,23813,24956,198,down
41508,32,-816,-496,4478,22213,24556,196,down
41544,16,-848,-576,4478,22213,24556,205,down
41580,16,-800,-624,4478,22213,24556,213,down
41616,16,-752,-656,4678,19013,27756,205,down
41652,0,-768,-640,4678,19013,27756,207,down
41688,-16,-688,-784,4278,14013,30256,207,down
41724,0,-672,-752,4278,14013,30256,203,down
41760,0,-640,-736,4278,14013,30256,204,down
41796,-16,-592,-880,3378,8013,32356,199,down
41832,0,-528,-896,3378,8013,32356,199,down
41904,-32,-480,-912,3678,2813,33956,200,down
41940,-48,-384,-944,3678,2813,33956,208,down
41976,-32,-352,-928,3678,-1987,35356,198,down
42012,-48,-352,-960,3678,-1987,35356,201,down
42048,-48,-272,-992,3678,-1987,35356,205,down
42084,-16,-240,-976,3678,-5987,35656,196,down
42120,-48,-192,-992,3678,-5987,35656,203,down
42156,-48,-192,-992,4078,-10187,35456,199,face up
42192,-32,-128,-976,4078,-10187,35456,199,face up
42234,-32,-96,-1008,4078,-10187,35456,201,face up
42270,-32,-64,-976,4778,-13787,34856,200,face up
42306,-16,-32,-992,4778,-13787,34856,199,face up
42342,-16,0,-992,5278,-17087,33656,198,face up
42378,0,32,-992,5278,-17087,33656,198,face up
42414,-16,80,-1008,5278,-17087,33656,202,face up
42450,0,96,-1008,6178,-19687,32056,200,face up
42486,0,128,-1008,6178,-19687,32056,201,face up
42522,0,144,-992,7578,-23087,30856,202,face up
42558,0,208,-976,7578,-23087,30856,205,face up
42594,16,224,-976,7578,-23087,30856,204,face up
42630,16,256,-976,8578,-26187,28956,204,face up
42666,16,304,-976,8578,-26187,28956,206,face up
42702,16,320,-960,9378,-29087,27256,205,face up
42738,16,352,-944,9378,-29087,27256,206,face up
42774,16,400,-928,9378,-29087,27256,209,face up
42810,0,432,-928,8778,-31987,25256,205,face up
42846,16,416,-912,8778,-31987,25256,204,face up
42882,0,480,-928,8778,-31987,25256,207,face up
42918,32,512,-880,9178,-34687,23556,204,face up
42954,0,528,-864,9178,-34687,23556,207,face up
42996,32,560,-848,9578,-36287,21556,205,face up
43032,0,608,-816,9578,-36287,21556,210,face up
43068,0,544,-784,9578,-36287,21556,208,face up
43104,0,608,-800,10078,-38187,18456,207,face up
43140,-16,640,-784,10078,-38187,18456,210,face up
43176,16,624,-720,9478,-39287,18056,207,face up
43212,-48,704,-800,9478,-39287,18056,210,face up
43248,-16,624,-752,9478,-39287,18056,207,face up
43284,0,656,-736,9178,-40087,16856,206,face up
43320,-16,688,-752,9178,-40087,16856,207,face up
43356,-32,656,-768,9178,-40087,16556,206,face up
43392,-16,672,-768,9178,-40087,16556,206,face up
43428,-16,624,-752,9178,-40087,16556,205,
43464,-16,576,-800,9578,-39787,16456,203,
43500,-16,576,-800,9578,-39787,16456,203,
43536,0,624,-816,9578,-39787,16456,203,
43572,-16,512,-848,9178,-38587,18456,201,
43608,-16,480,-880,9178,-38587,18456,200,
43644,0,464,-896,8378,-35887,22856,201,
43680,16,384,-928,8378,-35887,22856,198,
43716,-16,320,-928,8378,-35887,22856,198,
43758,-16,320,-976,8478,-32387,25356,201,
43794,16,288,-992,8478,-32387,25356,198,
43830,0,256,-976,8378,-28187,26956,202,
43866,-16,160,-1008,8378,-28187,26956,200,
43902,16,160,-992,8378,-28187,26956,198,face up
43938,16,96,-1008,8078,-24787,29656,199,face up
43974,16,64,-1008,8078,-24787,29656,198,face up
44010,0,48,-992,7678,-21487,31856,201,face up
44046,0,16,-992,7678,-21487,31856,200,face up
44082,16,16,-1008,7678,-21487,31856,198,face up
44118,16,-32,-992,7578,-18687,32856,199,face up
44154,16,-80,-1008,7578,-18687,32856,198,face up
44190,16,-48,-1008,7578,-18687,32856,199,face up
44226,16,-96,-992,7378,-15887,32556,199,face up
44262,16,-192,-976,7378,-15887,32556,197,face up
44298,0,-144,-1008,6778,-13287,33556,200,face up
44334,16,-224,-976,6778,-13287,33556,196,face up
44370,32,-288,-992,6778,-13287,33556,194,face up
44406,32,-272,-976,6978,-9987,33556,197,face up
44442,32,-320,-960,6978,-9987,33556,196,face up
44484,32,-384,-944,6978,-6087,32856,197,face up
44520,32,-400,-912,6978,-6087,32856,197,face up
44556,32,-416,-912,6978,-6087,32856,196,face up
44592,32,-464,-896,6978,-1887,32656,199,face up
44628,32,-496,-880,6978,-1887,32656,198,face up
44664,16,-512,-864,6578,1713,33256,200,face up
44700,32,-528,-864,6578,1713,33256,198,face up
44772,16,-592,-816,6378,4813,32456,200,face up
44808,16,-624,-800,6378,4813,32456,199,face up
44844,16,-656,-784,5578,7013,31356,198,face up
44880,16,-656,-768,5578,7013,31356,198,face up
44916,16,-688,-736,5578,7013,31356,196,face up
44952,16,-704,-720,5078,10313,30856,197,face up
44988,16,-736,-704,5078,10313,30856,196,face up
45024,16,-752,-688,5078,10313,30856,195,face up
45060,16,-768,-672,5578,12713,30356,198,face up
45096,16,-768,-656,5578,12713,30356,197,face up
45132,16,-800,-624,4978,15813,29256,197,face up
45168,16,-816,-608,4978,15813,29256,196,face up
45204,32,-832,-576,4978,15813,29256,192,face up
45282,32,-832,-544,5178,17713,27556,194,face up
45318,32,-832,-528,4778,19813,24956,197,face up
45390,32,-832,-512,4778,19813,24956,196,face up
45426,32,-832,-528,5478,20713,25456,200,face up
45468,32,-800,-544,5478,20713,25456,202,face up
45504,32,-832,-592,5178,19513,26256,200,face up
45540,48,-784,-640,5178,19513,26256,201,face up
45576,32,-752,-656,5178,19513,26256,208,face up
45612,16,-768,-656,4478,16313,28856,198,face up
45648,16,-736,-736,4478,16313,28856,203,face up
45684,32,-640,-768,5078,11513,29856,200,face up
45720,32,-656,-768,5078,11513,29856,199,face up
45756,32,-608,-848,5078,11513,29856,205,face up
45792,16,-560,-864,5278,6713,31856,201,face up
45828,32,-496,-864,5278,6713,31856,202,face up
45864,16,-464,-896,5278,6713,31856,208,face up
45900,0,-400,-944,5578,1113,33056,205,face up
45936,16,-352,-928,5578,1113,33056,205,face up
45978,16,-336,-960,5778,-4287,34156,198,face up
46014,0,-256,-992,5778,-4287,34156,204,face up
46050,16,-240,-976,5778,-4287,34156,202,face up
46086,16,-224,-960,6278,-8587,33456,199,face up
46122,16,-192,-1008,6278,-8587,33456,201,face up
46158,16,-128,-992,6678,-11987,32956,200,face up
46194,16,-128,-976,6678,-11987,32956,200,face up
46230,0,-80,-1008,6678,-11987,32956,204,face up
46266,0,-48,-1008,6578,-15087,33056,201,face up
46302,16,-32,-1008,6578,-15087,33056,200,face up
46338,16,-16,-1008,7278,-17487,32256,200,face up
46374,16,0,-992,7278,-17487,32256,201,face up
46410,0,48,-992,7278,-17487,32256,204,face up
46446,0,64,-1008,7178,-19787,31056,201,face up
46482,16,16,-1024,7178,-19787,31056,199,face up
46518,-16,32,-1024,6778,-20687,31556,200,face up
46554,-16,32,-960,6778,-20687,31556,200,face up
46590,-16,80,-976,6778,-20687,31556,202,face up
46626,0,0,-1024,7078,-21587,31556,198,face up
46662,0,0,-1056,7078,-21587,31556,198,face up
46698,16,80,-1024,7078,-21587,31556,199,face up
46740,16,48,-960,5978,-20087,32256,196,face up
46776,-16,32,-992,5978,-20087,32256,198,face up
46812,-16,144,-976,6478,-20187,32456,204,face up
46848,-32,-112,-976,6478,-20187,32456,197,face up
46884,-144,-112,-912,6478,-20187,32456,205,face up
46920,16,16,-1040,6378,-19787,32556,196,face up
46956,0,32,-1008,6378,-19787,32556,198,face up
46992,112,16,-992,7078,-19387,30956,190,face up
47028,48,0,-960,7078,-19387,30956,195,face up
47064,-32,0,-992,7078,-19387,30956,202,face up
47100,32,-16,-1024,7778,-18887,31656,199,face up
47136,32,0,-1040,7778,-18887,31656,199,face up
47172,16,32,-1024,7378,-18387,31156,201,face up
47208,48,0,-960,7378,-18387,31156,197,face up
47244,0,-16,-976,7378,-18387,31156,201,face up
47280,32,16,-1040,6978,-18987,31756,197,face up
47316,32,16,-1040,6978,-18987,31756,197,face up
47352,64,16,-960,6978,-18987,31756,194,face up
47388,48,0,-1008,7378,-18987,31756,197,face up
47424,0,-48,-1008,7378,-18987,31756,199,face up
47460,16,-16,-1024,7278,-18787,32056,199,face up
47538,16,-16,-976,7278,-18787,32056,199,face up
47574,64,0,-1008,7278,-18687,32056,195,face up
47610,64,-16,-1040,7278,-18687,32056,195,face up
47646,-16,-64,-1008,7078,-17687,32056,201,face up
47682,16,-16,-976,7078,-17687,32056,199,face up
47718,16,-16,-976,7078,-17687,32056,199,face up
47754,0,-48,-960,7778,-17087,32456,202,face up
47790,32,-80,-992,7778,-17087,32456,198,face up
47826,0,-48,-1008,9578,-12287,32156,214,face up
47862,-16,-112,-976,9578,-12287,32156,212,face up
